Name,Description,Servers
APP-0007287,scale user-centric applications,"SRV-1002198, SRV-0107525, SRV-0105174, SRV-1008929, SRV-1009497, SRV-0108972, SRV-0106760"
APP-0001196,incubate open-source web services,"SRV-0104181, SRV-0108813, SRV-1007839, SRV-1008970, SRV-1004906, SRV-1004179, SRV-0106532, SRV-1001106, SRV-100885"
APP-0015916,target mission-critical interfaces,"SRV-0107888, SRV-0104801, SRV-1007783, SRV-0101519, SRV-0103986, SRV-010875, SRV-0108583, SRV-1002340"
APP-0011961,orchestrate end-to-end e-tailers,"SRV-0109135, SRV-1009670, SRV-0101186, SRV-0108179, SRV-1005432, SRV-1002887"
APP-0003524,target impactful channels,"SRV-0102149, SRV-010100, SRV-0102712, SRV-0106119, SRV-1002620, SRV-010637, SRV-0108246"
APP-0007005,productize intuitive experiences,"SRV-100392, SRV-0103247, SRV-0106532"
APP-0001438,deliver e-business ROI,"SRV-0103838, SRV-1007045, SRV-0107857, SRV-1003607, SRV-1009992, SRV-1009315, SRV-1006754, SRV-1005766, SRV-010471"
APP-0003298,scale front-end convergence,"SRV-1003916, SRV-010555, SRV-1004940, SRV-1005936, SRV-100505"
APP-0013417,exploit virtual initiatives,SRV-1006758
APP-0017809,incentivize real-time info-mediaries,"SRV-0107119, SRV-1004413, SRV-1002739"
APP-0018036,reinvent B2B methodologies,"SRV-0106315, SRV-0102010, SRV-0103277, SRV-0108998, SRV-0107849, SRV-0107186, SRV-0101034, SRV-0102388, SRV-1005549, SRV-1003922"
APP-0005921,matrix mission-critical e-commerce,"SRV-01092, SRV-0102120, SRV-0104049, SRV-010100, SRV-0109359, SRV-1003459, SRV-1003992, SRV-0107793, SRV-0109771, SRV-0108777"
APP-0015226,engage one-to-one action-items,"SRV-1006356, SRV-1007873, SRV-1003052, SRV-1004806, SRV-0108370"
APP-0002732,re-intermediate seamless networks,"SRV-1007248, SRV-1004834, SRV-1002655"
APP-0017093,morph customized functionalities,"SRV-0104087, SRV-0109346, SRV-1003112, SRV-100456, SRV-1004854, SRV-1002146, SRV-1001653, SRV-0105873, SRV-1003311, SRV-0103657"
APP-0008571,empower cutting-edge portals,"SRV-1002238, SRV-1002472, SRV-100327, SRV-0104809, SRV-1005076"
APP-0011611,transition killer paradigms,"SRV-1001696, SRV-0108085, SRV-1002617"
APP-0012964,deploy 24/365 solutions,"SRV-1006477, SRV-1002593, SRV-1008523"
APP-0000740,enhance turn-key e-business,"SRV-1006207, SRV-0101205, SRV-1002758, SRV-1002891, SRV-0107949, SRV-0104790, SRV-100189, SRV-1005440, SRV-0102487"
APP-0016682,evolve intuitive solutions,"SRV-100186, SRV-0102438, SRV-1001727, SRV-0105700, SRV-1006222, SRV-1005552, SRV-1006998, SRV-0105257, SRV-1001247, SRV-0108466"
APP-0004550,redefine bleeding-edge e-tailers,"SRV-0104907, SRV-1004863, SRV-0106067, SRV-0105852, SRV-010540"
APP-0009843,repurpose best-of-breed eyeballs,"SRV-0109473, SRV-0102070, SRV-0105052, SRV-0101026, SRV-0106766, SRV-1005382"
APP-0010557,repurpose global paradigms,"SRV-0107114, SRV-1005286, SRV-0104311, SRV-0101908, SRV-010431, SRV-010577"
APP-0008842,embrace B2B web-readiness,"SRV-1006457, SRV-0105595, SRV-0104298, SRV-100709"
APP-0019690,engineer enterprise e-tailers,"SRV-1003823, SRV-1001517"
APP-0015393,streamline integrated content,"SRV-0107994, SRV-0101050, SRV-10039, SRV-0102779, SRV-0105166, SRV-1009166, SRV-0105018"
APP-0015213,whiteboard e-business initiatives,"SRV-0109575, SRV-010398, SRV-0106272, SRV-0102545, SRV-0105117, SRV-1009131"
APP-0005620,scale strategic models,"SRV-1008501, SRV-1007541, SRV-1007027"
APP-0018010,facilitate e-business web-readiness,"SRV-0109913, SRV-1009335, SRV-1001615, SRV-0108574"
APP-0004673,evolve turn-key mindshare,"SRV-100288, SRV-1001666, SRV-0106436, SRV-1002408, SRV-1001475, SRV-0106648, SRV-0106850, SRV-1006729"
APP-0000378,revolutionize cross-media synergies,"SRV-1001826, SRV-010626, SRV-010189"
APP-0006047,facilitate end-to-end initiatives,"SRV-010758, SRV-1001464, SRV-0109004, SRV-1007336"
APP-0018644,facilitate clicks-and-mortar deliverables,SRV-0109832
APP-0002421,seize world-class mindshare,"SRV-1004011, SRV-010992, SRV-1005351, SRV-1001982, SRV-1008462, SRV-100596, SRV-1004242, SRV-0108445, SRV-0101742"
APP-0007617,maximize sticky ROI,"SRV-1005683, SRV-1007023, SRV-1007406, SRV-1005261, SRV-0107271, SRV-1005443, SRV-0107548, SRV-1009769, SRV-1002698"
APP-0019826,orchestrate collaborative e-markets,"SRV-0102712, SRV-1004149, SRV-0107227, SRV-0108057"
APP-0017796,reinvent cutting-edge solutions,"SRV-0105357, SRV-0103455, SRV-0101420, SRV-100621"
APP-0002999,monetize transparent niches,"SRV-0107928, SRV-0102613, SRV-1005276, SRV-1003687, SRV-1009840, SRV-1001887, SRV-0107230"
APP-0012448,morph 24/7 bandwidth,"SRV-1001421, SRV-0107417"
APP-0012279,leverage wireless users,"SRV-0103207, SRV-0105194, SRV-1005386, SRV-1007464, SRV-0105963"
APP-0016262,disintermediate customized infrastructures,"SRV-100985, SRV-0109269, SRV-0103042, SRV-1003335, SRV-0106865, SRV-0109373"
APP-0003740,engage revolutionary paradigms,"SRV-1007601, SRV-1008369, SRV-100763, SRV-1009487, SRV-1009576, SRV-100978, SRV-0102571, SRV-010597, SRV-0103342, SRV-1003441"
APP-0008021,mesh global deliverables,"SRV-1007535, SRV-1006029, SRV-1007665, SRV-0108427, SRV-0109561, SRV-0107718, SRV-0104491"
APP-0013168,re-contextualize interactive architectures,"SRV-100168, SRV-0106606"
APP-0005639,reinvent magnetic interfaces,"SRV-1008639, SRV-1005358, SRV-0106418, SRV-0106551, SRV-1001811"
APP-0006078,iterate revolutionary initiatives,"SRV-1009391, SRV-0106891, SRV-1009636, SRV-0105145, SRV-0101769, SRV-1009215, SRV-0103855, SRV-0105565, SRV-0104229"
APP-0004327,morph interactive e-commerce,"SRV-0107223, SRV-1006553, SRV-0105149, SRV-0109829, SRV-1007188, SRV-0105109, SRV-1002501"
APP-0005631,empower 24/7 ROI,SRV-1002296
APP-0004260,iterate visionary e-business,"SRV-0103625, SRV-1001803, SRV-0105713, SRV-0102082, SRV-1005336, SRV-1005775, SRV-0105386"
APP-0003560,synthesize B2B markets,SRV-0105572
APP-0002939,embrace leading-edge portals,"SRV-0104611, SRV-0107847, SRV-0108177, SRV-0104372, SRV-1009984"
APP-0018610,syndicate best-of-breed web services,"SRV-1003263, SRV-0105119, SRV-0108555, SRV-1003542, SRV-10027, SRV-01023, SRV-010236"
APP-0019084,monetize bricks-and-clicks supply-chains,"SRV-0106201, SRV-1005194, SRV-0108126"
APP-0009647,maximize robust bandwidth,"SRV-1004058, SRV-0103679, SRV-1004049, SRV-0104822, SRV-1007752, SRV-0101107"
APP-0010686,re-contextualize frictionless content,"SRV-0101205, SRV-1004033"
APP-0006224,utilize cross-media info-mediaries,"SRV-0108142, SRV-1008531, SRV-0104325, SRV-1003136, SRV-1006085, SRV-0103984, SRV-0107898, SRV-1009160"
APP-0019049,incentivize integrated e-commerce,"SRV-0108067, SRV-1009210, SRV-0109067, SRV-100303, SRV-0104417, SRV-0101513, SRV-10054, SRV-1002354, SRV-1009785"
APP-0014567,visualize e-business e-tailers,"SRV-1008503, SRV-100576, SRV-0102065, SRV-1001668, SRV-100745, SRV-100778, SRV-1003439"
APP-0000799,mesh scalable markets,"SRV-0101830, SRV-0102315, SRV-0101112, SRV-1005350"
APP-0001012,facilitate mission-critical systems,"SRV-0102896, SRV-1001284, SRV-0106981, SRV-0107739, SRV-0107573, SRV-1004436, SRV-1002304, SRV-0102334"
APP-0005012,disintermediate cutting-edge technologies,"SRV-1008936, SRV-010386, SRV-0102975, SRV-0106442, SRV-1004367, SRV-010191, SRV-0108420, SRV-0105027, SRV-1005986"
APP-0012284,re-contextualize collaborative systems,"SRV-1003102, SRV-1005368, SRV-1005957, SRV-1002375, SRV-1005496, SRV-1004999, SRV-0104056, SRV-0102283"
APP-0000747,scale seamless portals,"SRV-0101332, SRV-1001237, SRV-0101567, SRV-0108664, SRV-0107885, SRV-100628, SRV-0104492"
APP-0015674,target cutting-edge eyeballs,"SRV-1009708, SRV-0108648, SRV-0103704, SRV-01088, SRV-1008489"
APP-0019414,matrix dot-com metrics,"SRV-0104926, SRV-0104345, SRV-1008407, SRV-1003947, SRV-0104655, SRV-1005153, SRV-1006247"
APP-0012838,streamline compelling partnerships,"SRV-1006031, SRV-1006926, SRV-1009861, SRV-0104313, SRV-1001073"
APP-0009798,seize e-business architectures,"SRV-0103651, SRV-0109929, SRV-1006041"
APP-0014445,grow out-of-the-box markets,"SRV-1003868, SRV-0105417, SRV-0109914, SRV-0106964"
APP-0008449,re-intermediate killer applications,"SRV-1009780, SRV-1007321, SRV-0108687, SRV-1002830, SRV-1007332, SRV-0103358, SRV-1004128, SRV-1003153, SRV-0102792"
APP-0015458,incubate proactive eyeballs,"SRV-1005136, SRV-0105488, SRV-1001260, SRV-1005459, SRV-0102929, SRV-1003549"
APP-0005987,orchestrate strategic convergence,"SRV-0103974, SRV-0105044"
APP-0017501,whiteboard 24/7 niches,SRV-1005590
APP-0016897,optimize plug-and-play applications,"SRV-1003518, SRV-0103715, SRV-1004566, SRV-1005312, SRV-1001516, SRV-0104721"
APP-0016886,generate rich communities,"SRV-100771, SRV-0102722, SRV-1008013, SRV-1006584, SRV-1004010, SRV-0105533, SRV-0106057, SRV-0101328, SRV-0102311, SRV-0104401"
APP-0004524,redefine value-added eyeballs,"SRV-0108103, SRV-0106204, SRV-1009567"
APP-0004115,enable synergistic action-items,"SRV-1009446, SRV-100252, SRV-0109809, SRV-0101235, SRV-1007175, SRV-010927, SRV-1003043, SRV-1002670"
APP-0014341,strategize strategic web-readiness,"SRV-1001692, SRV-1009546, SRV-100738, SRV-1005860, SRV-1002943, SRV-1005356, SRV-0108169, SRV-0106030, SRV-0109547, SRV-1001653"
APP-0016478,incentivize bleeding-edge solutions,SRV-0102716
APP-0005410,optimize e-business paradigms,SRV-1008988
APP-0012826,optimize open-source info-mediaries,"SRV-0101135, SRV-1008977, SRV-1005347, SRV-0102302, SRV-0102358, SRV-1006816, SRV-0105918, SRV-1002375, SRV-0101740"
APP-0012393,matrix bleeding-edge eyeballs,"SRV-100638, SRV-0106792, SRV-1008540, SRV-010746, SRV-1001084, SRV-0109421"
APP-0004243,morph best-of-breed functionalities,"SRV-1002484, SRV-0108565, SRV-100608, SRV-0109806, SRV-0102918"
APP-0018553,maximize dynamic web services,"SRV-1003555, SRV-0106484"
APP-0014481,morph frictionless action-items,"SRV-1009083, SRV-1007209, SRV-0104710"
APP-0011856,enable bricks-and-clicks supply-chains,"SRV-0104288, SRV-0109987, SRV-100248, SRV-0107378"
APP-0010021,scale turn-key action-items,"SRV-0102778, SRV-1001288, SRV-1006177, SRV-0104618, SRV-0108960, SRV-0107472, SRV-100392"
APP-0019934,drive cross-media metrics,"SRV-1002997, SRV-1001054, SRV-1008647, SRV-1008785, SRV-0102362"
APP-0019816,iterate transparent functionalities,"SRV-0104691, SRV-100470, SRV-010164, SRV-1002035, SRV-1006805, SRV-1002603, SRV-1003422, SRV-1005198"
APP-0014802,unleash compelling web services,"SRV-0109721, SRV-0101468, SRV-1005017, SRV-0109733, SRV-1004165, SRV-0103597"
APP-0012186,benchmark interactive applications,"SRV-0101551, SRV-1005566, SRV-1008248, SRV-1007870, SRV-0101704, SRV-0106889"
APP-0014069,mesh virtual channels,"SRV-1001062, SRV-1001637, SRV-1006467, SRV-1003321, SRV-0103474, SRV-1008611, SRV-1001509, SRV-0105972, SRV-0105062"
APP-0011359,extend 24/365 e-tailers,"SRV-010615, SRV-0101857, SRV-1007917, SRV-0102454, SRV-0106827, SRV-1007604, SRV-0109254, SRV-0104855, SRV-1004322"
APP-0011400,morph innovative methodologies,SRV-1008959
APP-0016887,drive value-added technologies,"SRV-0103571, SRV-0105114, SRV-1005942"
APP-0017263,facilitate viral eyeballs,SRV-0105148
APP-0019636,deliver dot-com ROI,"SRV-100398, SRV-010242, SRV-0102537, SRV-1007297, SRV-0105310"
APP-0007488,empower extensible systems,"SRV-100877, SRV-0105641, SRV-0104409, SRV-1003418, SRV-1008970, SRV-0102578, SRV-0109820, SRV-1003641"
APP-0013205,synergize back-end interfaces,"SRV-0104070, SRV-0103586, SRV-0108962, SRV-0101187, SRV-0103596, SRV-1007963"
APP-0015014,engage real-time metrics,"SRV-100299, SRV-1005220, SRV-1008377, SRV-0108607, SRV-1001148, SRV-0105781, SRV-1003377, SRV-1002306, SRV-0102425, SRV-100729"
APP-0003579,incentivize virtual technologies,"SRV-0107737, SRV-0104403, SRV-1005655, SRV-0105855, SRV-0103742, SRV-0107582"
APP-0008646,monetize visionary schemas,"SRV-1008581, SRV-0108582, SRV-1005398, SRV-1008602, SRV-0103592, SRV-0104986, SRV-1001096, SRV-0107652"
APP-0012390,disintermediate transparent info-mediaries,"SRV-1002279, SRV-1007418, SRV-1005039, SRV-010533, SRV-0101866"
APP-0009580,transform cross-media content,"SRV-1008217, SRV-010576, SRV-0105885"
APP-0001671,harness 24/365 convergence,"SRV-1007619, SRV-1002056, SRV-1004430, SRV-0107974, SRV-0108582, SRV-0105838"
APP-0001058,empower innovative niches,"SRV-1002558, SRV-0105222, SRV-0105213, SRV-1007890, SRV-1003592"
APP-0002859,expedite bleeding-edge schemas,"SRV-1008779, SRV-1005750, SRV-1004387, SRV-0105334"
APP-0014393,drive e-business supply-chains,"SRV-10041, SRV-1008546, SRV-0109428, SRV-0109594, SRV-010597, SRV-0103911"
APP-0007583,generate sticky content,"SRV-1009558, SRV-0109328, SRV-010758, SRV-0102247, SRV-10094, SRV-0104376, SRV-1009199, SRV-010527, SRV-1009408"
APP-0005764,morph compelling schemas,"SRV-100726, SRV-0104395, SRV-1007714, SRV-0103393, SRV-0102479, SRV-1003136, SRV-1002050, SRV-1008562"
APP-0011332,scale e-business platforms,SRV-0103318
APP-0004935,brand intuitive partnerships,"SRV-1008207, SRV-0106152"
APP-0007249,productize vertical initiatives,"SRV-0103187, SRV-1007587"
APP-0012796,transform magnetic convergence,"SRV-1008442, SRV-1006917, SRV-0108468, SRV-0102494"
APP-0003292,iterate compelling vortals,"SRV-100865, SRV-0106604, SRV-1005668, SRV-0103319, SRV-0102155"
APP-0017089,embrace 24/7 portals,"SRV-0102859, SRV-1001254"
APP-0017690,aggregate virtual content,"SRV-1003899, SRV-1005994, SRV-0101937, SRV-1002087, SRV-1009649, SRV-0102588, SRV-1008466"
APP-0002203,drive out-of-the-box web services,"SRV-1004780, SRV-0104960, SRV-0106313"
APP-0010575,implement granular platforms,"SRV-0103099, SRV-1006660, SRV-0108323, SRV-0105546, SRV-1002015"
APP-0004365,whiteboard dot-com solutions,"SRV-1001723, SRV-0103780"
APP-0015884,incubate cutting-edge niches,"SRV-0102254, SRV-0101289, SRV-1009531, SRV-1007692, SRV-1005477, SRV-0103309, SRV-100194, SRV-1004998, SRV-0109137, SRV-0107649"
APP-0013854,exploit vertical functionalities,"SRV-1006342, SRV-1001483"
APP-0006410,streamline turn-key e-markets,SRV-1001637
APP-0012436,embrace front-end markets,"SRV-0101593, SRV-0104885, SRV-0109218, SRV-1001749, SRV-0108503, SRV-0106419, SRV-1007127"
APP-0006014,enable plug-and-play users,"SRV-100204, SRV-1001436, SRV-100354, SRV-1003077, SRV-0106279, SRV-0105451, SRV-0108615, SRV-0106222, SRV-1007037, SRV-1007730"
APP-0003284,cultivate plug-and-play mindshare,"SRV-0102197, SRV-1008544, SRV-0102484, SRV-1006169, SRV-0104138, SRV-1009214, SRV-1003810, SRV-1003280, SRV-010751"
APP-0016747,morph global communities,"SRV-1008176, SRV-1006828, SRV-0102958, SRV-0102435, SRV-1002195, SRV-0102445, SRV-0107787"
APP-0007795,syndicate distributed solutions,"SRV-1004331, SRV-1005816, SRV-0101826, SRV-0102013"
APP-0005793,evolve innovative metrics,"SRV-1002625, SRV-1007775, SRV-1006318, SRV-0102237"
APP-0004585,architect leading-edge e-business,"SRV-1004894, SRV-1001164, SRV-010313, SRV-0103331, SRV-0106807, SRV-0104720, SRV-1002196, SRV-1004877, SRV-010176, SRV-1004929"
APP-0006476,implement world-class info-mediaries,"SRV-1002746, SRV-1009561, SRV-1008357, SRV-1009995, SRV-1003835, SRV-1003741, SRV-100810"
APP-0001465,harness seamless users,"SRV-1003870, SRV-0107494, SRV-1006154, SRV-0101012, SRV-0104803, SRV-100300, SRV-1001954, SRV-0103992, SRV-0107190"
APP-0003587,synthesize user-centric content,"SRV-0105757, SRV-1007791, SRV-1002761, SRV-1001507, SRV-0104465, SRV-1008585, SRV-1004069, SRV-0102505, SRV-0103524, SRV-1005511"
APP-0015598,disintermediate visionary solutions,"SRV-0109123, SRV-0107576, SRV-1004582"
APP-0016141,morph killer bandwidth,"SRV-1004133, SRV-0104025, SRV-0107111, SRV-0109775, SRV-0106225, SRV-1001044, SRV-1009744, SRV-010920"
APP-0018913,redefine real-time models,"SRV-0109858, SRV-010850, SRV-1004018, SRV-1009667, SRV-1003577, SRV-1009971"
APP-0011896,embrace open-source applications,"SRV-1007988, SRV-0101165, SRV-0107539, SRV-0102372, SRV-0108966, SRV-0106866, SRV-1006463"
APP-0001481,orchestrate efficient content,"SRV-0107840, SRV-0104897, SRV-100222, SRV-010312"
APP-0019680,unleash real-time networks,"SRV-1004611, SRV-0103294, SRV-1001109, SRV-0106162, SRV-1003994, SRV-0107319, SRV-0101869, SRV-0103252, SRV-0106215"
APP-0015432,mesh value-added deliverables,"SRV-0102391, SRV-0106008, SRV-0105486, SRV-0102368, SRV-0108110, SRV-0102507, SRV-0102141"
APP-0001271,enhance interactive schemas,"SRV-1005031, SRV-0103008, SRV-010810, SRV-1008044, SRV-1004462, SRV-1001279"
APP-0005503,seize 24/365 applications,"SRV-1008612, SRV-0101239, SRV-010928, SRV-1002241, SRV-1008408, SRV-1003116"
APP-0018963,grow bricks-and-clicks schemas,SRV-1005329
APP-0017116,engage proactive functionalities,"SRV-0103148, SRV-1004353, SRV-0108739, SRV-0101241, SRV-1006440"
APP-0006102,seize best-of-breed experiences,"SRV-1002173, SRV-1006309"
APP-0008187,engage leading-edge markets,"SRV-0101927, SRV-1008276, SRV-100921, SRV-1002532"
APP-0009930,evolve cutting-edge experiences,"SRV-1003327, SRV-0109502, SRV-1008001, SRV-0107576"
APP-0004011,re-intermediate bleeding-edge mindshare,"SRV-0106742, SRV-100309, SRV-1004010, SRV-1008622, SRV-1006813, SRV-0107155, SRV-1002272, SRV-0106495, SRV-0101067"
APP-0008943,maximize back-end experiences,"SRV-1006590, SRV-1001147, SRV-0106224, SRV-1004805, SRV-0105794, SRV-0105314, SRV-0105635"
APP-0007067,redefine holistic communities,SRV-1006202
APP-0011430,orchestrate transparent relationships,"SRV-1001769, SRV-1005905, SRV-010191, SRV-0106220, SRV-0102463"
APP-0014431,deploy ubiquitous vortals,"SRV-01035, SRV-0108731, SRV-1004190, SRV-0104983, SRV-1009991, SRV-0107246, SRV-010937, SRV-1008848, SRV-0107013, SRV-1006068"
APP-0011755,embrace integrated initiatives,"SRV-0108431, SRV-0108186, SRV-0104878, SRV-1007231, SRV-0103821"
APP-0009182,enable value-added networks,"SRV-1009054, SRV-0105838, SRV-1007257, SRV-1002583, SRV-0103374, SRV-1005195, SRV-0106142, SRV-0103520, SRV-0108467, SRV-0105407"
APP-0018228,evolve scalable web-readiness,SRV-0106846
APP-0017429,deploy distributed e-commerce,"SRV-1005787, SRV-0104578, SRV-0104151, SRV-0109474"
APP-0001474,harness bricks-and-clicks e-commerce,"SRV-0105834, SRV-1007465, SRV-010836, SRV-1003283"
APP-0016396,extend back-end infrastructures,"SRV-0109082, SRV-0107462, SRV-1001309, SRV-1001502, SRV-1006632, SRV-1005196, SRV-1002267"
APP-0012527,whiteboard visionary systems,"SRV-1008517, SRV-100905, SRV-0109857, SRV-1003549, SRV-1006085"
APP-0000304,empower global models,"SRV-0101924, SRV-100588, SRV-0101875, SRV-0101230, SRV-1001752, SRV-01049"
APP-0000258,synergize next-generation e-business,"SRV-100585, SRV-0104118"
APP-0015568,envisioneer end-to-end initiatives,"SRV-1003249, SRV-1001768, SRV-0102107, SRV-0105531, SRV-0103362, SRV-1008253"
APP-0008320,extend granular supply-chains,"SRV-0101043, SRV-1001592, SRV-1008240, SRV-1003949, SRV-1003410, SRV-1007638, SRV-0106944, SRV-0107018"
APP-0009627,streamline leading-edge niches,"SRV-1002951, SRV-0109787, SRV-0106283, SRV-1006896, SRV-0104118"
APP-0004762,embrace strategic e-markets,"SRV-1002894, SRV-0102303, SRV-0101890, SRV-1001373, SRV-0101264, SRV-1003675"
APP-0018109,embrace bricks-and-clicks solutions,"SRV-0101473, SRV-1003463, SRV-0102524, SRV-0102359, SRV-010791, SRV-0104528, SRV-1004919, SRV-0102471, SRV-0109394"
APP-0018838,revolutionize front-end solutions,"SRV-0106447, SRV-1008047, SRV-010262, SRV-1001400, SRV-0107281, SRV-1009730, SRV-0103814, SRV-1005940, SRV-0109201, SRV-1003415"
APP-0011045,unleash out-of-the-box solutions,"SRV-0108687, SRV-0103013, SRV-1001642, SRV-0104396, SRV-1006060"
APP-0012803,grow value-added models,"SRV-1001776, SRV-100783, SRV-100332, SRV-1002136"
APP-0005806,extend ubiquitous info-mediaries,"SRV-0106554, SRV-0102127, SRV-1001493"
APP-0007522,enable one-to-one initiatives,"SRV-0109431, SRV-0108269"
